L -230.4260, -122.5126, -4.1139,  -230.4247, -120.2904, -5.1535,  0, 0, 0
L -232.8281, -120.3067, -5.1550,  -232.8309, -127.4418, -5.1551,  0, 0, 0
L -232.8309, -127.4418, -5.1543,  -229.7341, -127.4350, -5.1546,  0, 0, 0
L -229.7341, -127.4350, -5.1546,  -229.7373, -132.4458, -5.1535,  0, 0, 0
L -229.7373, -132.4458, -5.1527,  -228.7366, -132.4461, -5.1524,  0, 0, 0
L -228.7366, -132.4461, -5.1524,  -228.7348, -133.6782, -5.1509,  0, 0, 0
L -228.7348, -133.6782, -5.1509,  -229.7355, -133.6769, -5.1508,  0, 0, 0
L -232.8281, -120.3067, -5.1543,  -230.4247, -120.2904, -5.1543,  0, 0, 0
L -229.7355, -133.6769, -5.1497,  -229.7378, -136.9162, -5.1492,  0, 0, 0
L -229.7378, -136.9162, -5.1497,  -227.4816, -136.9136, -5.1505,  0, 0, 0
L -227.4816, -136.9136, -5.1505,  -227.4849, -138.6649, -5.1508,  0, 0, 0
L -227.4849, -138.6649, -4.4199,  -225.8569, -138.6613, -4.4199,  0, 0, 0
L -225.8569, -138.6613, -4.8117,  -225.8609, -137.6629, -4.8120,  0, 0, 0
L -225.8609, -137.6629, -4.8120,  -190.4541, -137.6588, -34.6392,  0, 0, 0
L -190.4541, -137.6588, -34.6392,  -170.5604, -137.6545, -35.8310,  0, 0, 0
L -170.5604, -137.6545, -35.8310,  -170.5874, -151.6354, -35.8295,  0, 0, 0
L -170.5948, -155.6108, -35.8295,  -171.5757, -155.6125, -35.8293,  0, 0, 0
L -171.5757, -155.6125, -35.8295,  -171.5740, -160.6245, -35.8325,  0, 0, 0
L -171.5740, -160.6245, -35.8325,  -174.6697, -160.6251, -35.8310,  0, 0, 0
L -174.6697, -160.6251, -35.8299,  -174.6696, -164.3660, -35.8301,  0, 0, 0
L -174.6696, -164.3660, -35.8297,  -184.1261, -164.3650, -35.8299,  0, 0, 0
L -184.1261, -164.3650, -35.8299,  -184.1237, -160.6219, -35.8301,  0, 0, 0
L -184.1237, -160.6219, -35.8293,  -187.2205, -160.6305, -35.8293,  0, 0, 0
L -187.2205, -160.6305, -35.8293,  -187.2180, -155.6203, -35.8286,  0, 0, 0
L -188.2175, -154.3899, -35.8303,  -187.2162, -154.3979, -35.8303,  0, 0, 0
L -188.2172, -154.3880, -35.8303,  -188.2161, -155.6185, -35.8295,  0, 0, 0
L -188.2161, -155.6185, -35.8295,  -187.2180, -155.6203, -35.8293,  0, 0, 0
L -187.2124, -150.8062, -35.8299,  -190.4557, -150.8015, -35.8297,  0, 0, 0
L -190.4557, -150.8015, -34.6390,  -190.4535, -151.8053, -34.6388,  0, 0, 0
L -190.4535, -151.8053, -34.6388,  -225.8590, -151.8052, -4.8117,  0, 0, 0
L -225.8590, -151.8052, -4.8117,  -225.8340, -150.8043, -4.8125,  0, 0, 0
L -187.2162, -154.3979, -35.8308,  -187.2124, -150.8062, -35.8308,  0, 0, 0
L -170.5728, -154.3940, -35.8303,  -171.5740, -154.4000, -35.8303,  0, 0, 0
L -171.5740, -154.4000, -35.8308,  -171.5723, -151.6340, -35.8322,  0, 0, 0
L -170.5874, -151.6354, -35.8322,  -171.5723, -151.6340, -35.8322,  0, 0, 0
L -170.5728, -155.6065, -35.8297,  -170.5725, -154.3880, -35.8303,  0, 0, 0
L -227.4807, -150.8049, -5.1490,  -227.4817, -153.5569, -5.1474,  0, 0, 0
L -225.8340, -150.8043, -4.4199,  -227.4807, -150.8049, -4.4187,  0, 0, 0
L -227.4817, -153.5569, -5.1501,  -247.3000, -153.5511, -5.1501,  0, 0, 0
L -247.3000, -153.5511, -5.1501,  -247.3319, -136.7489, -5.1504,  0, 0, 0
L -246.2829, -133.6699, -5.1515,  -247.3139, -133.6716, -5.1516,  0, 0, 0
L -247.3139, -133.6716, -5.1516,  -247.3220, -132.4467, -5.1539,  0, 0, 0
L -246.3170, -136.7630, -5.1505,  -246.2829, -133.6699, -5.1509,  0, 0, 0
L -247.3309, -136.7520, -5.1501,  -246.3170, -136.7630, -5.1504,  0, 0, 0
L -246.3050, -132.4474, -5.1551,  -246.3209, -127.4347, -5.1576,  0, 0, 0
L -247.3220, -132.4467, -5.1539,  -246.3050, -132.4474, -5.1539,  0, 0, 0
L -246.3280, -127.4350, -5.1576,  -242.9377, -127.4333, -5.1558,  0, 0, 0
L -242.9377, -127.4333, -5.1547,  -242.9387, -120.3037, -5.1547,  0, 0, 0
L -242.9387, -120.3037, -5.1543,  -245.3375, -120.2951, -5.1543,  0, 0, 0
L -245.3375, -120.2951, -5.1543,  -245.3369, -122.5092, -4.1139,  0, 0, 0
L -245.3369, -122.5092, -4.1139,  -249.9959, -122.5092, -4.1139,  0, 0, 0
L -249.9959, -122.5092, -4.1139,  -249.9890, -119.2240, -4.1139,  0, 0, 0
L -249.9890, -119.2240, -5.1543,  -253.5510, -119.2339, -4.1139,  0, 0, 0
L -253.5510, -119.2339, -4.1139,  -253.5164, -101.8469, -4.1139,  0, 0, 0
L -202.2659, -98.9197, -5.1543,  -202.2880, -109.5746, -5.1543,  64, 64, 64
L -202.2880, -109.5746, -5.1543,  -163.1649, -109.5789, -5.1543,  64, 64, 64
L -163.1649, -109.5789, -5.1543,  -163.1778, -62.2659, -5.1543,  64, 64, 64
L -163.1778, -62.2659, -5.1543,  -174.9290, -62.2777, -5.1543,  64, 64, 64
L -213.8224, -109.5909, -5.1543,  -236.5754, -109.5913, -5.1543,  64, 64, 64
L -236.5766, -105.2544, -5.1543,  -236.5754, -109.5913, -5.1543,  64, 64, 64
L -252.2624, -105.4569, -5.1543,  -236.5766, -105.4698, -5.1543,  64, 64, 64
L -232.3540, -101.8439, -5.1543,  -253.5164, -101.8469, -5.1534,  0, 0, 0
L -252.2829, -101.8465, -5.1543,  -252.2624, -105.4569, -5.1543,  64, 64, 64
L -213.8224, -109.5909, -5.1543,  -213.8239, -106.2133, -5.1543,  64, 64, 64
L -215.6767, -106.2116, -5.1543,  -212.7641, -106.2145, -5.1543,  64, 64, 64
L -212.7641, -106.2145, -5.1543,  -212.7643, -73.5503, -5.1543,  64, 64, 64
L -212.7643, -76.4629, -5.1543,  -201.3229, -76.4638, -5.1543,  64, 64, 64
L -201.3229, -76.4638, -5.1543,  -201.3052, -62.2670, -5.1543,  64, 64, 64
L -201.3052, -62.2670, -5.1543,  -232.3815, -62.2665, -5.1543,  64, 64, 64
L -247.3583, -67.4595, -5.1543,  -248.9565, -67.4628, -5.1543,  0, 0, 0
L -248.9544, -68.5567, -5.1534,  -248.9565, -67.4628, -5.1543,  0, 0, 0
L -248.3610, -69.8619, -3.9642,  -247.3602, -69.8615, -3.9643,  0, 0, 0
L -247.3602, -69.8615, -5.1543,  -247.3583, -67.4595, -5.1543,  0, 0, 0
L -248.3610, -69.8613, -3.9641,  -248.3567, -104.4942, 25.8630,  127, 64, 0
L -248.3567, -104.4942, 25.8630,  -247.3558, -104.4929, 25.8625,  127, 64, 0
L -247.3558, -104.4929, 26.2554,  -247.3555, -107.7172, 26.2548,  127, 64, 0
L -250.5860, -107.7202, 25.5244,  -250.5874, -106.7566, 25.5253,  127, 64, 0
L -250.5874, -106.7566, 25.5253,  -251.8874, -106.7566, 25.5244,  127, 64, 0
L -251.8874, -106.7566, 25.5244,  -251.8874, -107.7172, 25.5244,  127, 64, 0
L -254.3052, -107.7202, 25.5244,  -254.3061, -127.8002, 25.5244,  127, 64, 0
L -254.3061, -127.8002, 25.5244,  -251.8880, -127.7963, 25.5244,  127, 64, 0
L -247.3555, -107.7172, 25.5244,  -250.5860, -107.7202, 25.5244,  127, 64, 0
L -251.8874, -107.7172, 25.5244,  -254.3052, -107.7202, 25.5244,  127, 64, 0
L -251.8880, -127.7963, 25.5244,  -251.8874, -128.8003, 25.5248,  127, 64, 0
L -251.8874, -128.8003, 25.5248,  -250.5860, -128.7993, 25.5244,  127, 64, 0
L -250.5860, -128.7993, 25.5244,  -250.5869, -127.7973, 25.5244,  127, 64, 0
L -250.5869, -127.7973, 25.5244,  -248.1775, -127.7972, 25.5244,  127, 64, 0
L -248.1775, -127.7972, 25.5244,  -248.1782, -128.8009, 25.5244,  127, 64, 0
L -248.1782, -128.8009, 25.5244,  -234.3751, -128.8009, 25.5244,  127, 64, 0
L -234.3751, -128.8009, 25.5244,  -234.3762, -127.7998, 25.5244,  127, 64, 0
L -234.3762, -127.7998, 25.5244,  -231.1083, -127.7929, 25.5244,  127, 64, 0
L -231.1083, -127.7929, 25.5244,  -231.1186, -131.3600, 25.5244,  127, 64, 0
L -231.1186, -131.3600, 25.5244,  -232.1246, -131.3549, 25.5244,  127, 64, 0
L -232.1246, -131.3549, 25.5244,  -232.1012, -155.8979, 25.5244,  127, 64, 0
L -232.1012, -155.8979, 25.5244,  -259.3989, -155.8919, 25.5244,  127, 64, 0
L -259.3989, -155.8919, 25.5244,  -259.3983, -173.5403, 25.5256,  127, 64, 0
L -259.3983, -173.5403, 25.5244,  -214.5619, -173.5105, 25.5244,  127, 64, 0
L -214.5619, -173.5105, 25.5256,  -214.5600, -131.4459, 25.5244,  127, 64, 0
L -212.2324, -128.7994, 25.5247,  -202.6905, -128.8020, 25.5244,  127, 64, 0
L -214.5866, -131.4350, 25.5244,  -215.4747, -131.4420, 25.5244,  127, 64, 0
L -215.4747, -131.4420, 25.5244,  -215.4730, -127.7990, 25.5244,  127, 64, 0
L -215.4730, -127.7990, 25.5244,  -212.2346, -127.7981, 25.5244,  127, 64, 0
L -212.2346, -127.7981, 25.5244,  -212.2347, -128.7983, 25.5256,  127, 64, 0
L -202.6911, -128.8024, 25.5244,  -202.6920, -127.7968, 25.5244,  127, 64, 0
L -202.6920, -127.7968, 25.5249,  -200.3657, -127.7967, 25.5249,  127, 64, 0
L -200.3657, -127.7967, 25.5257,  -200.3694, -134.9080, 25.5242,  127, 64, 0
L -200.3694, -134.9080, 25.5223,  -203.4653, -134.9111, 25.5206,  127, 64, 0
L -203.4653, -134.9111, 25.5206,  -203.4628, -139.9231, 25.5228,  127, 64, 0
L -203.4628, -139.9231, 25.5231,  -204.4619, -139.9225, 25.5232,  127, 64, 0
L -204.4619, -139.9225, 25.5232,  -204.4633, -182.4225, 25.5243,  127, 64, 0
L -204.4633, -182.4225, 25.5233,  -171.3490, -182.3985, 25.5234,  127, 64, 0
L -171.3490, -182.3985, 25.5257,  -171.3542, -164.7689, 25.5264,  127, 64, 0
L -171.3542, -164.7689, 25.5248,  -186.8157, -164.7963, 25.5248,  127, 64, 0
L -186.8157, -164.7963, 25.5247,  -186.8377, -139.9148, 25.5247,  127, 64, 0
L -186.8377, -139.9148, 25.5247,  -187.8208, -139.9150, 25.5247,  127, 64, 0
L -187.8208, -139.9150, 25.5246,  -187.8191, -134.9068, 25.5245,  127, 64, 0
L -187.8191, -134.9068, 25.5245,  -190.9139, -134.9103, 25.5239,  127, 64, 0
L -190.9139, -134.9103, 25.5239,  -190.9112, -127.7967, 25.5246,  127, 64, 0
L -190.9112, -127.7967, 25.5249,  -188.6065, -127.7968, 25.5248,  127, 64, 0
L -188.6065, -127.7968, 25.5244,  -188.5295, -128.8026, 25.5244,  127, 64, 0
L -188.5295, -128.8026, 25.5244,  -150.6799, -128.7444, 25.5244,  127, 64, 0
L -150.6799, -128.7444, 25.5244,  -150.6567, -124.8563, 25.5247,  127, 64, 0
L -150.6567, -124.8563, 25.5247,  -151.6569, -124.8576, 25.5245,  127, 64, 0
L -151.6569, -124.8576, 25.5244,  -151.6598, -122.5180, 25.5244,  127, 64, 0
L -151.6598, -122.5180, 25.5239,  -144.5447, -122.5223, 25.5237,  127, 64, 0
L -144.5414, -113.6530, 25.5237,  -151.6576, -113.6530, 25.5244,  127, 64, 0
L -151.6576, -113.6530, 25.5244,  -151.6589, -110.7256, 25.5244,  127, 64, 0
L -151.6589, -110.7256, 25.5244,  -150.6571, -110.7266, 25.5244,  127, 64, 0
L -150.6571, -110.7266, 25.5244,  -150.6571, -106.7574, 25.5244,  127, 64, 0
L -150.6571, -106.7574, 25.5256,  -231.8857, -106.7570, 25.5244,  127, 64, 0
L -235.2050, -107.7149, 26.2561,  -235.2081, -104.4928, 26.2547,  127, 64, 0
L -235.2081, -104.4928, 25.8621,  -234.2141, -104.4933, 25.8628,  127, 64, 0
L -234.2141, -104.4933, 25.8628,  -234.2143, -69.8619, -3.9642,  127, 64, 0
L -234.2143, -69.8619, -3.9642,  -235.2178, -69.8619, -3.9639,  0, 0, 0
L -235.2178, -69.8619, -5.1520,  -235.2144, -67.4585, -5.1543,  0, 0, 0
L -235.2050, -107.7149, 25.5244,  -231.9541, -107.7211, 25.5244,  127, 64, 0
L -231.9541, -107.7211, 25.5244,  -231.9565, -106.7569, 25.5244,  127, 64, 0
L -251.2864, -66.8190, -5.1547,  -258.3924, -66.8144, -5.1547,  0, 0, 0
L -251.2864, -66.8190, -5.1543,  -251.2752, -68.5580, -5.1543,  0, 0, 0
L -251.2752, -68.5580, -5.1543,  -248.9550, -68.5562, -5.1534,  0, 0, 0
L -258.3924, -66.8144, -5.1539,  -258.3835, -69.9111, -5.1532,  0, 0, 0
L -258.3835, -69.9111, -5.1532,  -263.3935, -69.9089, -5.1528,  0, 0, 0
L -263.3935, -69.9089, -5.1520,  -263.3942, -70.9068, -5.1513,  0, 0, 0
L -263.3942, -70.9068, -5.1513,  -264.6267, -70.9111, -5.1505,  0, 0, 0
L -264.6267, -70.9111, -5.1505,  -264.6254, -69.9101, -5.1504,  0, 0, 0
L -264.6254, -69.9101, -5.1493,  -267.8602, -69.9068, -5.1489,  0, 0, 0
L -267.8602, -69.9068, -5.1493,  -267.8634, -73.1572, -5.1497,  0, 0, 0
L -267.8634, -73.1572, -5.1497,  -266.8611, -73.1564, -5.1496,  0, 0, 0
L -266.8611, -73.1564, -5.1496,  -266.8600, -125.3991, -5.1566,  0, 0, 0
L -266.8600, -125.3991, -5.1569,  -284.3360, -125.4029, -5.1576,  0, 0, 0
L -284.3360, -125.4029, -5.1576,  -284.3349, -124.4004, -5.1577,  0, 0, 0
L -284.3349, -124.4004, -5.1573,  -286.7409, -124.3983, -5.1566,  0, 0, 0
L -286.7409, -124.3983, -5.1554,  -286.7395, -125.4000, -5.1558,  0, 0, 0
L -286.7395, -125.4000, -5.1558,  -288.3081, -125.4003, -5.1543,  0, 0, 0
L -288.3081, -125.4003, -5.1543,  -288.3188, -124.3939, -5.1546,  0, 0, 0
L -288.3188, -124.3939, -5.1561,  -293.3245, -124.3983, -5.1577,  0, 0, 0
L -293.3245, -124.3983, -5.1577,  -293.3258, -121.3028, -5.1562,  0, 0, 0
L -293.3258, -121.3028, -5.1551,  -297.6519, -121.3033, -5.1553,  0, 0, 0
L -297.6519, -121.3033, -5.1550,  -297.6580, -111.8478, -5.1551,  0, 0, 0
L -297.6580, -111.8478, -5.1551,  -293.3220, -111.8489, -5.1553,  0, 0, 0
L -293.3220, -111.8489, -5.1546,  -293.3292, -108.7526, -5.1538,  0, 0, 0
L -293.3292, -108.7526, -5.1538,  -288.3188, -108.7561, -5.1543,  0, 0, 0
L -288.3188, -108.7561, -5.1547,  -288.3204, -107.7583, -5.1550,  0, 0, 0
L -288.3204, -107.7583, -5.1550,  -286.7393, -107.7557, -5.1558,  0, 0, 0
L -286.7393, -107.7557, -5.1558,  -286.7404, -108.7566, -5.1554,  0, 0, 0
L -283.5083, -108.7600, -5.1554,  -283.4995, -105.5194, -5.1547,  0, 0, 0
L -283.4995, -105.5194, -5.1547,  -284.5022, -105.5207, -5.1542,  0, 0, 0
L -284.5022, -105.5207, -5.1542,  -284.5063, -53.2668, -5.1497,  0, 0, 0
L -286.7395, -107.7560, -5.1558,  -286.7398, -107.9535, -5.1557,  0, 0, 0
L -286.7404, -108.7566, -5.1558,  -283.5083, -108.7600, -5.1562,  0, 0, 0
L -284.5063, -53.2668, -5.1497,  -267.3009, -53.2683, -5.1534,  0, 0, 0
L -263.4019, -53.2687, -5.1534,  -263.4017, -54.2683, -5.1535,  0, 0, 0
L -263.4017, -54.2683, -5.1547,  -258.3894, -54.2655, -5.1562,  0, 0, 0
L -258.3894, -54.2655, -5.1562,  -258.3983, -57.3581, -5.1570,  0, 0, 0
L -264.6268, -53.2685, -5.1505,  -264.6243, -54.2670, -5.1509,  0, 0, 0
L -264.6267, -53.2661, -5.1509,  -263.4014, -53.2653, -5.1524,  0, 0, 0
L -267.3009, -53.2683, -5.1500,  -267.3070, -54.2682, -5.1500,  0, 0, 0
L -264.6243, -54.2670, -5.1504,  -267.3070, -54.2682, -5.1500,  0, 0, 0
L -258.3983, -57.3581, -5.1547,  -251.2726, -57.3646, -5.1547,  0, 0, 0
L -251.2726, -57.3646, -5.1543,  -251.2826, -54.6445, -5.1543,  0, 0, 0
L -251.2826, -54.6445, -5.1543,  -253.4946, -54.6443, -4.1139,  0, 0, 0
L -253.4946, -54.6443, -4.1139,  -253.4944, -51.8102, -4.1139,  0, 0, 0
L -249.9370, -48.3098, -4.1139,  -174.9317, -48.3132, -4.1139,  0, 0, 0
L -227.3531, -48.3098, -4.1139,  -227.2801, -50.1923, -5.1543,  64, 64, 64
L -227.2801, -50.1923, -5.1543,  -177.9115, -50.1925, -5.1543,  64, 64, 64
L -177.9119, -48.3130, -5.1543,  -177.9096, -62.2999, -5.1543,  64, 64, 64
L -177.9096, -62.2999, -5.1543,  -189.7572, -62.2946, -5.1543,  64, 64, 64
L -189.7572, -62.2946, -5.1543,  -189.7774, -76.4642, -5.1554,  64, 64, 64
L -189.7774, -76.4642, -5.1543,  -163.1741, -76.4649, -5.1543,  64, 64, 64
L -166.4027, -76.4649, -5.1543,  -166.4028, -87.3978, -5.1543,  64, 64, 64
L -253.4944, -51.8102, -4.1139,  -251.2872, -51.8100, -5.1543,  0, 0, 0
L -251.2872, -51.8100, -5.1543,  -251.2898, -50.5112, -5.1543,  0, 0, 0
L -251.2898, -50.5112, -5.1543,  -249.9359, -50.5140, -5.1543,  0, 0, 0
L -249.9370, -48.3098, -4.1139,  -249.9359, -50.5140, -5.1543,  0, 0, 0
L -232.3803, -101.8439, -5.1543,  -232.3815, -62.2665, -5.1543,  0, 0, 0
L -232.3806, -87.6954, -5.1543,  -228.2429, -87.6971, -5.1543,  64, 64, 64
L -228.2429, -87.6971, -5.1543,  -228.1999, -105.2560, -5.1543,  64, 64, 64
L -215.7051, -73.5498, -5.1543,  -215.6767, -106.2116, -5.1543,  64, 64, 64
L -215.6776, -105.2579, -5.1543,  -236.5766, -105.2544, -5.1543,  64, 64, 64
L -232.3807, -84.1812, -5.1543,  -228.4550, -84.1817, -5.1543,  64, 64, 64
L -228.4550, -84.1817, -4.9198,  -228.3772, -65.1765, -4.9198,  64, 64, 64
L -232.3814, -67.4634, -5.1543,  -235.2144, -67.4585, -5.1543,  0, 0, 0
L -216.9139, -73.5498, -5.1543,  -201.3191, -73.5528, -5.1543,  64, 64, 64
L -204.5714, -73.5520, -5.1543,  -204.5704, -65.1794, -5.1543,  64, 64, 64
L -213.8585, -67.6079, -5.1543,  -213.8584, -71.9799, -5.1543,  64, 64, 64
L -216.8689, -71.9812, -5.1543,  -211.1194, -71.9782, -5.1543,  64, 64, 64
L -211.1194, -71.9782, -5.1543,  -211.1179, -73.5507, -5.1543,  64, 64, 64
L -228.3772, -65.1765, -5.1543,  -204.5704, -65.1794, -5.1543,  64, 64, 64
L -212.4770, -65.1783, -5.1543,  -212.4788, -67.6097, -5.1543,  64, 64, 64
L -216.7419, -67.6055, -5.1543,  -212.4788, -67.6097, -5.1543,  64, 64, 64
L -216.9139, -73.5498, -5.1543,  -216.6719, -65.1778, -5.1543,  64, 64, 64
L -215.7047, -74.2283, -5.1543,  -217.2133, -74.2253, -5.1543,  64, 64, 64
L -217.2133, -74.2253, -5.1543,  -217.2145, -77.7754, -5.1543,  64, 64, 64
L -215.6758, -77.7724, -5.1543,  -217.2145, -77.7754, -5.1543,  64, 64, 64
L -227.8291, -75.5661, -5.1543,  -217.4053, -75.5537, -5.1543,  64, 64, 64
L -227.8291, -75.5661, -5.1543,  -227.8326, -77.9261, -5.1543,  64, 64, 64
L -217.4071, -77.9205, -5.1543,  -227.8326, -77.9261, -5.1543,  64, 64, 64
L -217.4053, -75.5537, -5.1543,  -217.4071, -77.9205, -5.1543,  64, 64, 64
L -222.4942, -87.7792, -5.1543,  -226.1487, -87.7861, -5.1543,  64, 64, 64
L -226.1487, -87.7861, -5.1543,  -226.1485, -85.2222, -5.1543,  64, 64, 64
L -226.1485, -85.2222, -5.1543,  -222.4960, -85.2168, -5.1543,  64, 64, 64
L -222.4960, -85.2168, -5.1543,  -222.4942, -87.7792, -5.1543,  64, 64, 64
L -232.3540, -101.8439, -5.1543,  -232.3600, -105.2553, -5.1543,  64, 64, 64
L -202.2659, -98.9197, -5.1543,  -189.4223, -98.9201, -5.1543,  64, 64, 64
L -189.4223, -99.5317, -5.1543,  -189.4222, -87.3953, -5.1543,  64, 64, 64
L -189.4222, -87.3953, -5.1425,  -163.1709, -87.3982, -5.1421,  64, 64, 64
L -199.1839, -101.8315, -5.1543,  -199.1949, -106.6633, -5.1543,  64, 64, 64
L -202.2821, -106.6628, -5.1543,  -163.1657, -106.6680, -5.1543,  64, 64, 64
L -167.8334, -106.6674, -5.1543,  -167.8334, -90.2001, -5.1543,  64, 64, 64
L -163.1704, -90.2001, -5.1543,  -189.4223, -90.2001, -5.1543,  64, 64, 64
L -186.5098, -90.2005, -5.1543,  -186.5106, -99.5317, -5.1543,  64, 64, 64
L -186.5106, -99.5317, -5.1543,  -189.4223, -99.5317, -5.1543,  64, 64, 64
L -187.4616, -99.5317, -5.1543,  -187.4607, -100.8692, -5.1543,  64, 64, 64
L -187.4607, -100.8692, -5.1543,  -188.7931, -100.8683, -5.1543,  64, 64, 64
L -188.7932, -99.5317, -5.1543,  -188.7929, -101.8328, -5.1543,  64, 64, 64
L -188.7929, -101.8328, -5.1543,  -202.2719, -101.8319, -5.1543,  64, 64, 64
L -166.4153, -73.5558, -5.1543,  -166.4146, -65.1787, -5.1543,  64, 64, 64
L -163.1770, -65.1787, -5.1543,  -189.7614, -65.1787, -5.1543,  64, 64, 64
L -186.5098, -65.1787, -5.1543,  -186.5108, -73.5520, -5.1543,  64, 64, 64
L -189.7733, -73.5514, -5.1543,  -163.1749, -73.5563, -5.1543,  64, 64, 64
L -179.5551, -69.7202, -5.1543,  -182.8865, -69.7164, -5.1543,  64, 64, 64
L -180.5206, -69.7193, -5.1543,  -180.5192, -71.9659, -5.1543,  64, 64, 64
L -180.5192, -71.9659, -5.1543,  -182.8875, -71.9609, -5.1543,  64, 64, 64
L -182.8875, -71.9609, -5.1543,  -182.8845, -67.1594, -5.1543,  64, 64, 64
L -182.8845, -67.1594, -5.1543,  -179.5593, -67.1607, -5.1543,  64, 64, 64
L -179.5593, -67.1607, -5.1543,  -179.5551, -69.7202, -5.1543,  64, 64, 64
L -170.5020, -71.6020, -5.1543,  -169.3230, -69.5490, -5.1543,  64, 64, 64
L -169.3230, -69.5490, -5.1543,  -167.3505, -70.6847, -5.1543,  64, 64, 64
L -167.3505, -70.6847, -5.1543,  -168.5326, -72.7365, -5.1543,  64, 64, 64
L -168.5326, -72.7365, -5.1543,  -170.5020, -71.6020, -5.1543,  64, 64, 64
L -174.9317, -48.3132, -5.1550,  -174.9355, -42.5486, -5.1547,  0, 0, 0
L -144.5447, -122.5223, 25.5227,  -144.5430, -125.6162, 25.5211,  127, 64, 0
L -144.5430, -125.6162, 25.5211,  -139.5741, -125.6145, 25.5233,  127, 64, 0
L -139.5741, -125.6145, 25.5239,  -139.4961, -126.6166, 25.5239,  127, 64, 0
L -139.4961, -126.6166, 25.5239,  -105.1085, -126.6132, 25.5239,  127, 64, 0
L -105.1085, -126.6132, 25.5239,  -105.1068, -125.6118, 25.5244,  127, 64, 0
L -105.1068, -125.6118, 25.5244,  -100.9530, -125.6143, 25.5223,  127, 64, 0
L -100.9530, -125.6143, 25.5223,  -100.9470, -122.5126, 25.5238,  127, 64, 0
L -100.9470, -122.5126, 25.5218,  -96.1529, -122.5216, 25.5212,  127, 64, 0
L -96.1529, -122.5216, 25.5182,  -96.1479, -124.7103, 25.5182,  127, 64, 0
L -96.1479, -124.7103, 25.5192,  -95.2767, -124.7099, 25.5192,  127, 64, 0
L -95.2767, -124.7099, 25.5192,  -95.2664, -123.8619, 25.5182,  127, 64, 0
L -95.2664, -123.8619, 25.5182,  -92.8692, -123.8627, 25.5182,  127, 64, 0
L -92.8692, -123.8627, 26.7103,  -92.8713, -124.8007, 26.7092,  127, 64, 0
L -86.4230, -124.8614, 32.2738,  -86.4243, -123.8606, 32.2734,  127, 64, 0
L -92.8409, -124.8645, 26.7347,  -86.4231, -124.8538, 32.2738,  127, 64, 0
L -86.4243, -123.8606, 32.6679,  -83.9608, -123.8615, 32.6676,  127, 64, 0
L -83.8379, -124.7005, 32.2203,  -83.8829, -122.5142, 32.2203,  127, 64, 0
L -83.9608, -123.8615, 32.2203,  -83.9633, -124.7001, 32.2203,  127, 64, 0
L -83.9633, -124.7001, 32.2203,  -83.8379, -124.7005, 32.2203,  127, 64, 0
L -83.8829, -122.5142, 32.2203,  -75.9367, -122.5232, 32.2201,  127, 64, 0
L -75.9367, -122.5232, 32.2203,  -75.9338, -124.8571, 32.2203,  127, 64, 0
L -75.9338, -124.8571, 32.2205,  -77.8238, -124.8566, 32.2203,  127, 64, 0
L -77.8238, -151.4337, 32.9453,  -74.8472, -151.4312, 32.9463,  127, 64, 0
L -77.8238, -154.2035, 32.9555,  -77.8238, -124.8566, 32.9547,  127, 64, 0
L -74.8472, -151.4312, 32.9465,  -74.8491, -154.2035, 32.9474,  127, 64, 0
L -77.8238, -154.2035, 32.9527,  -46.4786, -154.2041, 32.9536,  127, 64, 0
L -46.4772, -155.3499, 32.9461,  -46.4834, -151.4326, 32.9463,  127, 64, 0
L -46.4834, -151.4326, 32.9472,  -42.9067, -151.4307, 32.9465,  127, 64, 0
L -42.9067, -151.4307, 32.9465,  -42.9074, -155.6399, 32.9465,  127, 64, 0
L -42.9074, -155.6399, 32.9465,  -46.4772, -155.3499, 32.9465,  127, 64, 0
L -45.4560, -155.4600, 32.2205,  -45.6400, -168.5843, 32.2212,  127, 64, 0
L -45.6189, -167.2270, 32.2212,  -43.9921, -167.2100, 32.2203,  127, 64, 0
L -43.9921, -167.2100, 32.2203,  -43.9947, -168.5910, 32.2201,  127, 64, 0
L -42.9842, -168.5971, 32.9596,  -42.9857, -167.1920, 32.2203,  127, 64, 0
L -19.2206, -168.7408, 32.9587,  -45.6400, -168.5843, 32.9572,  127, 64, 0
L -42.9857, -167.1920, 32.2203,  -41.4733, -167.2179, 32.2203,  127, 64, 0
L -41.4733, -167.2179, 32.2203,  -41.4737, -165.9521, 32.2203,  127, 64, 0
L -41.4737, -165.9521, 32.2203,  -39.9849, -165.9534, 32.9684,  127, 64, 0
L -39.9849, -165.9534, 32.9684,  -39.8699, -165.3129, 32.9679,  127, 64, 0
L -39.8699, -165.3129, 32.9679,  -25.6879, -165.3112, 32.9679,  127, 64, 0
L -25.6879, -165.3112, 32.9679,  -25.6880, -165.9534, 32.9679,  127, 64, 0
L -25.6880, -165.9534, 32.9679,  -23.3135, -165.9535, 32.2203,  127, 64, 0
L -23.3135, -165.9535, 32.2203,  -23.3141, -167.1829, 32.2203,  127, 64, 0
L -23.3141, -167.1829, 32.2203,  -21.8028, -167.2280, 32.2203,  127, 64, 0
L -21.8028, -167.2280, 32.2203,  -21.8037, -168.7249, 32.9575,  127, 64, 0
L -21.8037, -168.5963, 32.9575,  -21.6563, -168.5971, 32.9570,  127, 64, 0
